node,label,platform,node_type,city,in_degree,out_degree,betweenness,eigenvector,community
@jordim3455,@jordim3455,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@jorgemedinaacosta,@jorgemedinaacosta,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@janiotalia5474,@janiotalia5474,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@LivioMelchiori,@LivioMelchiori,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@flas230,@flas230,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@juancarloscrespopicazo8666,@juancarloscrespopicazo8666,youtube,yt_user,,0.0,4.0,0.0,0.0,-1
@bichodomatu,@bichodomatu,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@juliobenevides5766,@juliobenevides5766,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@robotechguerra9895,@robotechguerra9895,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@thegentlemn8392,@thegentlemn8392,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@iHancyRana,@iHancyRana,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Lechoixdansladate-1,@Lechoixdansladate-1,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@schrimpf,@schrimpf,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@peterturner830,@peterturner830,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@andinhoreis5917,@andinhoreis5917,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@joaquinmiguelezmarin906,@joaquinmiguelezmarin906,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@flowers42195,@flowers42195,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@MrSvenkkdro,@MrSvenkkdro,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@BasAndre23,@BasAndre23,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@georgematthaios3792,@georgematthaios3792,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@coacoa289,@coacoa289,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@EdsonSantos-w3e,@EdsonSantos-w3e,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@fabiobraggion3243,@fabiobraggion3243,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@Pierre-CharlesPALENNE,@Pierre-CharlesPALENNE,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@ChaniAyu,@ChaniAyu,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@fabiom181,@fabiom181,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@josephbella5015,@josephbella5015,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Qbasz007,@Qbasz007,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@andreacolpani8613,@andreacolpani8613,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Mudjimba23AT,@Mudjimba23AT,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@KyleBarns-b4g,@KyleBarns-b4g,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@avxrunner,@avxrunner,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@StillNotSpeaking,@StillNotSpeaking,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@dudlaslt,@dudlaslt,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@joaooliveira9851,@joaooliveira9851,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@medziitis,@medziitis,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Marmikmagar6067,@Marmikmagar6067,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@hypetorrider0379,@hypetorrider0379,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Reecey-w4p,@Reecey-w4p,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@abes-s7v,@abes-s7v,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@SwenglishSteve650,@SwenglishSteve650,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@shutinyanks,@shutinyanks,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@ScottTizzer,@ScottTizzer,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@robertlee4683,@robertlee4683,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@vinjofin1972,@vinjofin1972,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@strangedancer4553,@strangedancer4553,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@violetspider_,@violetspider_,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@Mario-w7r7u,@Mario-w7r7u,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@farazhusain1354,@farazhusain1354,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@wojtekc7078,@wojtekc7078,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@GBR080R,@GBR080R,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@Abuelito1965-Luis,@Abuelito1965-Luis,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@kanthanind,@kanthanind,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@TheAlihossaini,@TheAlihossaini,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@陳彥龍-g4u,@陳彥龍-g4u,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@DonnieB411-u5z,@DonnieB411-u5z,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@mohamedSebaa-k7r,@mohamedSebaa-k7r,youtube,yt_user,,0.0,6.0,0.0,0.0,-1
@fabiobaldrati9259,@fabiobaldrati9259,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@RedaLwahrani,@RedaLwahrani,youtube,yt_user,,0.0,4.0,0.0,0.0,-1
@SimonC.Francis,@SimonC.Francis,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@andymeechan4783,@andymeechan4783,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@josemanuelm6675,@josemanuelm6675,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@dericrock3686,@dericrock3686,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@shaibuabubakar2283,@shaibuabubakar2283,youtube,yt_user,,0.0,4.0,0.0,0.0,-1
@PierreMortara,@PierreMortara,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@marcoruzzi9905,@marcoruzzi9905,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@Migo-ve1jr,@Migo-ve1jr,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@user_qwerty0909,@user_qwerty0909,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@MoussaGaye-t9s,@MoussaGaye-t9s,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@youssoufhoulamou,@youssoufhoulamou,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@michelecirillo615,@michelecirillo615,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@davisasantos6739,@davisasantos6739,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@in_n_outs4974,@in_n_outs4974,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@vladoforgac6364,@vladoforgac6364,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@CARLOS-ux4bc,@CARLOS-ux4bc,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@erikknight9042,@erikknight9042,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@MrDave24-7,@MrDave24-7,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@davidboon7839,@davidboon7839,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@RV-rf5wi,@RV-rf5wi,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@aiqy1515,@aiqy1515,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@enioair,@enioair,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@МихаилИванов-л1ь,@МихаилИванов-л1ь,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@assifkhan3803,@assifkhan3803,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@marcusforestidebiaso3452,@marcusforestidebiaso3452,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@TrevorShiels-si7io,@TrevorShiels-si7io,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@jonwoodworker,@jonwoodworker,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@BlackGhost_007,@BlackGhost_007,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@leszekm4414,@leszekm4414,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@fabiolgurreri5175,@fabiolgurreri5175,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Мухтар-АрзыБыкинЮссэр,@Мухтар-АрзыБыкинЮссэр,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Pfuetze777,@Pfuetze777,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@YunchaoHu-q7e,@YunchaoHu-q7e,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@markbarron7935,@markbarron7935,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@NPaikK1MaX,@NPaikK1MaX,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@teduhpiano6209,@teduhpiano6209,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@BixenteDelBosque,@BixenteDelBosque,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@BG-nr3qh,@BG-nr3qh,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@ARO17,@ARO17,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@MrGalend,@MrGalend,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@mathieupulco2,@mathieupulco2,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@maxlardennais3821,@maxlardennais3821,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@FayRider,@FayRider,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@whitewath4497,@whitewath4497,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@philippegaudry5625,@philippegaudry5625,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@FoulSeb,@FoulSeb,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@romainpcs6317,@romainpcs6317,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Xophe-c6s,@Xophe-c6s,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Sylvain76,@Sylvain76,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@cipion37,@cipion37,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@renoreno2701,@renoreno2701,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@kopov3078,@kopov3078,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@ploptraquenard7834,@ploptraquenard7834,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@remyvalentin4671,@remyvalentin4671,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@FxIzeL,@FxIzeL,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Tommyguane,@Tommyguane,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@julkido,@julkido,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@kyyra_moto,@kyyra_moto,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@radicalmoto8814,@radicalmoto8814,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Nikobserve,@Nikobserve,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@m3e468,@m3e468,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@krokro636,@krokro636,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@cliclactube,@cliclactube,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Balthazar1877,@Balthazar1877,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@xym3r,@xym3r,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@DDL69L,@DDL69L,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@RFMSK,@RFMSK,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@aurelien8345,@aurelien8345,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@walliswpe1609,@walliswpe1609,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@wouidi4269,@wouidi4269,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@georgetpicot766,@georgetpicot766,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@xX_BravoKiller_Xx,@xX_BravoKiller_Xx,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@jean-claudedortmann1868,@jean-claudedortmann1868,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@TA-gt7kh,@TA-gt7kh,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@frenchmirage6711,@frenchmirage6711,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@RolandEsquenet,@RolandEsquenet,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@pascal9421,@pascal9421,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@MDurieux,@MDurieux,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@chenesebanker,@chenesebanker,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@mixingmedicineformygirl5953,@mixingmedicineformygirl5953,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@tausseb,@tausseb,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@tzrlolo,@tzrlolo,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Rolixinho,@Rolixinho,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Patrick_59,@Patrick_59,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Kal-Em,@Kal-Em,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@lepainperdu58,@lepainperdu58,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Motorcycleman480,@Motorcycleman480,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@PtitMako,@PtitMako,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@alexzeyos,@alexzeyos,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@niconzn,@niconzn,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@PrésenteTonBolide,@PrésenteTonBolide,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@TGR972,@TGR972,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@maxdolean9891,@maxdolean9891,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@christopheesquirou9273,@christopheesquirou9273,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@NotchBen,@NotchBen,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@SansPlomb98Uniquement,@SansPlomb98Uniquement,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@labaunedenis9881,@labaunedenis9881,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@couverturenathanrenard6232,@couverturenathanrenard6232,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@rb_la_cambrousse7653,@rb_la_cambrousse7653,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@Yogati-s9d,@Yogati-s9d,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@joachimself,@joachimself,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@polhomarkho5229,@polhomarkho5229,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@miamyam6176,@miamyam6176,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@tntfj4021,@tntfj4021,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@JulienMR,@JulienMR,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Motardebase.,@Motardebase.,youtube,yt_user,,0.0,4.0,0.0,0.0,-1
@yoshi4777,@yoshi4777,youtube,yt_user,,0.0,5.0,0.0,0.0,-1
@matteorobert6722,@matteorobert6722,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@jeancharlesmiche3698,@jeancharlesmiche3698,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Malle-au-Q,@Malle-au-Q,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Guillaume_F,@Guillaume_F,youtube,yt_user,,0.0,6.0,0.0,0.0,-1
@teubass3628,@teubass3628,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Alex-JS1,@Alex-JS1,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@PochtroneSofa,@PochtroneSofa,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@zgleuwefeu,@zgleuwefeu,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@waaax2299,@waaax2299,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@mickaelgirard48,@mickaelgirard48,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@thibault6307,@thibault6307,youtube,yt_user,,0.0,4.0,0.0,0.0,-1
@fulldawa8961,@fulldawa8961,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@nicolascoriol9510,@nicolascoriol9510,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@litchi_rusé,@litchi_rusé,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@FouseQuentin,@FouseQuentin,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@ericricousrt2622,@ericricousrt2622,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@amapi789,@amapi789,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@ManInTheMiddle-xs5jq,@ManInTheMiddle-xs5jq,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@zreep92,@zreep92,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@BN4,@BN4,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@PruneFazer,@PruneFazer,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@gerardcarrio6706,@gerardcarrio6706,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@baptistegilbert2101,@baptistegilbert2101,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@xlixes9006,@xlixes9006,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@pierrickrobin4696,@pierrickrobin4696,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@jthiriot,@jthiriot,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@kaneda4330,@kaneda4330,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@nicolaguiche6777,@nicolaguiche6777,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@jeanfrancoisboyard2720,@jeanfrancoisboyard2720,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@ooononono4260,@ooononono4260,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@rodolpheguillon7992,@rodolpheguillon7992,youtube,yt_user,,0.0,5.0,0.0,0.0,-1
@himahima9725,@himahima9725,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@G91YS,@G91YS,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Gilgil-s1n,@Gilgil-s1n,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Elidid,@Elidid,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@gege68000,@gege68000,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@florentconstant5837,@florentconstant5837,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@dannyloandrade388,@dannyloandrade388,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@arthursena4781,@arthursena4781,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@huudsr,@huudsr,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@LazMouse,@LazMouse,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Giovanna-i1v,@Giovanna-i1v,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Dekverme,@Dekverme,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@sidineigoncalves125,@sidineigoncalves125,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Reinaldo7451,@Reinaldo7451,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Adriano.b.almeida,@Adriano.b.almeida,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@joeldealmeidajunior5152,@joeldealmeidajunior5152,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@Diogops0900,@Diogops0900,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@eduardozamboni7756,@eduardozamboni7756,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@patrickrafael6648,@patrickrafael6648,youtube,yt_user,,0.0,4.0,0.0,0.0,-1
@paulinhovolei,@paulinhovolei,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@chrismenou2304,@chrismenou2304,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@mathiassimao8438,@mathiassimao8438,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@abrutii,@abrutii,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@oceanebdj731,@oceanebdj731,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Eden12-d1q,@Eden12-d1q,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@mathnfx8996,@mathnfx8996,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@a.kalisch9996,@a.kalisch9996,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@yudigustian3543,@yudigustian3543,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@spencerkurniawan8469,@spencerkurniawan8469,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@zero7005,@zero7005,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@andreantol5925,@andreantol5925,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@ilhambayu9997,@ilhambayu9997,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@budiirianto1230,@budiirianto1230,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@HolyKots,@HolyKots,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Buledoyanmotor,@Buledoyanmotor,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@15-ernezrizkihidayatullah13,@15-ernezrizkihidayatullah13,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Herri-04,@Herri-04,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@2e0txe,@2e0txe,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Keeruvlogs,@Keeruvlogs,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@takeiteasy2615,@takeiteasy2615,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@groRG777,@groRG777,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@AsyeshFr,@AsyeshFr,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@2wheels_only,@2wheels_only,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@CedricArgentel,@CedricArgentel,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@majnoun776,@majnoun776,youtube,yt_user,,0.0,5.0,0.0,0.0,-1
@Maaestro1,@Maaestro1,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@julieritaine93,@julieritaine93,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@RobertoMurgas-e6j,@RobertoMurgas-e6j,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@aleksandardjordjevic9157,@aleksandardjordjevic9157,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@djordjegacic1450,@djordjegacic1450,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@yendor9078,@yendor9078,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@prezzzrock,@prezzzrock,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Twoaussieguys,@Twoaussieguys,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@cathyjones5437,@cathyjones5437,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@FeM2.0,@FeM2.0,youtube,yt_user,,0.0,7.0,0.0,0.0,-1
@ZAPARIDER,@ZAPARIDER,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@panginthumdeekul8904,@panginthumdeekul8904,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@ikerkakatulla3631,@ikerkakatulla3631,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@Simba_malinois,@Simba_malinois,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@chechubiker,@chechubiker,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@123losttime,@123losttime,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@หล่อปลายฟ้า108,@หล่อปลายฟ้า108,youtube,yt_user,,0.0,1.0,0.0,0.0,-1
@jg8959,@jg8959,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@carlosdt6208,@carlosdt6208,youtube,yt_user,,0.0,2.0,0.0,0.0,-1
@mrkhol4663,@mrkhol4663,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@lerenoisreubeu,@lerenoisreubeu,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@BernardPoli,@BernardPoli,youtube,yt_user,,0.0,6.0,0.0,0.0,-1
@valentin1855,@valentin1855,youtube,yt_user,,0.0,6.0,0.0,0.0,-1
@naagaz2264,@naagaz2264,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@SuperJ-n8b,@SuperJ-n8b,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@claudefournier1673,@claudefournier1673,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@nitneroc53,@nitneroc53,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@jonathanoza6352,@jonathanoza6352,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@LucasDurepaire-ju4wl,@LucasDurepaire-ju4wl,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@linconnu71,@linconnu71,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@Ghoste02,@Ghoste02,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@richard6732,@richard6732,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@yanisvardon7736,@yanisvardon7736,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@M_AyG,@M_AyG,youtube,yt_user,,0.0,21.0,0.0,0.0,-1
@diodio2383,@diodio2383,youtube,yt_user,,0.0,9.0,0.0,0.0,-1
@frere_o_stand,@frere_o_stand,youtube,yt_user,,0.0,33.0,0.0,0.0,-1
@ridaxis21,@ridaxis21,youtube,yt_user,,0.0,39.0,0.0,0.0,-1
@maxibeer,@maxibeer,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@Guidronature,@Guidronature,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@JeanV1986,@JeanV1986,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@Lunaris2142,@Lunaris2142,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@larietournelle7904,@larietournelle7904,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@philiphenry1839,@philiphenry1839,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@rastalo,@rastalo,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@dmitrijdenisov8882,@dmitrijdenisov8882,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@carpoudioum,@carpoudioum,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@ChristopheDarras-i1i,@ChristopheDarras-i1i,youtube,yt_user,,0.0,6.0,0.0,0.0,-1
@mafamilledabord9294,@mafamilledabord9294,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
@pil76290,@pil76290,youtube,yt_user,,0.0,6.0,0.0,0.0,-1
@christophebourguigneau7848,@christophebourguigneau7848,youtube,yt_user,,0.0,3.0,0.0,0.0,-1
